route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166562,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166563,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166564,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166565,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166566,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166567,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166568,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166569,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166570,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166571,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166572,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166573,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166574,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166575,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166576,"Redlynch",1,,1210013
121-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4166577,"Redlynch",1,,1210013
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172099,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172100,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172101,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172102,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172103,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172104,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172105,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172106,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172107,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172108,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172109,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172110,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172111,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172112,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172113,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172114,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172115,"Redlynch",1,,1220009
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172116,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172117,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172118,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172119,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172120,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172121,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172122,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172123,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172124,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172125,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172126,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172127,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172128,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172129,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172130,"James Cook University",0,,1220010
122-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172131,"James Cook University",0,,1220010
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172290,"The Pier Cairns Terminus",0,,1230064
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172291,"The Pier Cairns Terminus",0,,1230064
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172292,"The Pier Cairns Terminus",0,,1230061
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172293,"The Pier Cairns Terminus",0,,1230061
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172294,"The Pier Cairns Terminus",0,,1230061
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172295,"The Pier Cairns Terminus",0,,1230061
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172296,"The Pier Cairns Terminus",0,,1230061
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172297,"The Pier Cairns Terminus",0,,1230061
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172298,"The Pier Cairns Terminus",0,,1230061
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172299,"The Pier Cairns Terminus",0,,1230061
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172300,"The Pier Cairns Terminus",0,,1230061
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172301,"The Pier Cairns Terminus",0,,1230061
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172302,"The Pier Cairns Terminus",0,,1230061
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172303,"The Pier Cairns Terminus",0,,1230061
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172304,"The Pier Cairns Terminus",0,,1230062
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172305,"The Pier Cairns Terminus",0,,1230063
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172306,"The Pier Cairns Terminus",0,,1230063
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172307,"The Pier Cairns Terminus",0,,1230063
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172308,"The Pier Cairns Terminus",0,,1230063
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172309,"The Pier Cairns Terminus",0,,1230063
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172310,"The Pier Cairns Terminus",0,,1230063
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172311,"The Pier Cairns Terminus",0,,1230063
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172312,"The Pier Cairns Terminus",0,,1230063
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172313,"The Pier Cairns Terminus",0,,1230063
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172314,"The Pier Cairns Terminus",0,,1230063
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172315,"The Pier Cairns Terminus",0,,1230063
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172316,"The Pier Cairns Terminus",0,,1230063
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172317,"The Pier Cairns Terminus",0,,1230062
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172318,"The Pier Cairns Terminus",0,,1230062
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172319,"The Pier Cairns Terminus",0,,1230062
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172564,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172565,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172566,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172567,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172568,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172569,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172570,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172571,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172572,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172573,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172574,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172575,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172576,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172577,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172578,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172579,"The Pier Cairns Terminus",0,,1300016
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172580,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172581,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172582,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172583,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172584,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172585,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172586,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172587,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172588,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172589,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172590,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172591,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172592,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172593,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172594,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172595,"Raintrees Shopping Centre",1,,1300017
130-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172596,"Raintrees Shopping Centre",1,,1300017
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172711,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172712,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172713,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172714,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172715,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172716,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172717,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172718,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172719,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172720,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172721,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172722,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172723,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172724,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172725,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172726,"The Pier Cairns Terminus",0,,1310001
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172727,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172728,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172729,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172730,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172731,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172732,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172733,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172734,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172735,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172736,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172737,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172738,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172739,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172740,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172741,"Raintrees Shopping Centre",1,,1310022
131-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172742,"Raintrees Shopping Centre",1,,1310022
131N-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172788,"Raintrees Shopping Centre",1,,131N0008
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172791,"James Cook University",1,,1230065
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172792,"James Cook University",1,,1230065
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172793,"James Cook University",1,,1230065
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172794,"James Cook University",1,,1230065
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172795,"James Cook University",1,,1230065
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172796,"James Cook University",1,,1230065
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172797,"James Cook University",1,,1230065
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172798,"James Cook University",1,,1230065
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172799,"James Cook University",1,,1230065
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172800,"James Cook University",1,,1230065
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172801,"James Cook University",1,,1230065
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172802,"James Cook University",1,,1230065
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172803,"James Cook University",1,,1230065
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172804,"Redlynch Central Shopping Centre",1,,1230066
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172805,"Redlynch Central Shopping Centre",1,,1230066
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172806,"Redlynch Central Shopping Centre",1,,1230066
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172807,"Redlynch Central Shopping Centre",1,,1230066
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172808,"Redlynch Central Shopping Centre",1,,1230066
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172809,"Raintrees Shopping Centre",1,,1230067
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172810,"Raintrees Shopping Centre",1,,1230067
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172811,"Raintrees Shopping Centre",1,,1230067
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172812,"Raintrees Shopping Centre",1,,1230067
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172813,"Raintrees Shopping Centre",1,,1230067
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172814,"Raintrees Shopping Centre",1,,1230067
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172815,"Raintrees Shopping Centre",1,,1230067
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172816,"Raintrees Shopping Centre",1,,1230067
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172817,"Raintrees Shopping Centre",1,,1230067
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172818,"Raintrees Shopping Centre",1,,1230067
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172819,"Raintrees Shopping Centre",1,,1230067
123-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172820,"Raintrees Shopping Centre",1,,1230067
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172905,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172906,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172907,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172908,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172909,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172910,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172911,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172912,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172913,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172914,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172915,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172916,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172917,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172918,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172919,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172920,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172921,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172922,"The Pier Cairns Terminus",0,,1330019
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172923,"Stockland Earlville",1,,1330021
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172924,"Stockland Earlville",1,,1330022
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172925,"Stockland Earlville",1,,1330022
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172926,"Stockland Earlville",1,,1330022
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172927,"Stockland Earlville",1,,1330022
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172928,"Stockland Earlville",1,,1330022
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172929,"Stockland Earlville",1,,1330022
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172930,"Stockland Earlville",1,,1330022
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172931,"Stockland Earlville",1,,1330022
133-423,CNS2014-CNS_MUL-Weekday-00,CNS2014-CNS_MUL-Weekday-00-4172932,"Stockland Earlville",1,,1330022
